,team,year,win,loss,off_yards_play,points_per_game,yards_play_allowed,avg_points_per_game_allowed,x3rd_percent,opponent_3rd_percent,x4th_percent,opponent_4th_percent,avg_turnover_margin_per_game,avg_yard_per_kickoff_return,avg_yards_per_punt_return,avg_yards_allowed_per_punt_return
40,Indiana,2021,2,10,4.25,17.2,5.64,33.2,0.369,0.365,0.5,0.667,-1.08,1.0,8.6,8.6
41,Iowa,2021,10,4,4.67,23.4,4.72,19.2,0.34,0.369,0.312,0.444,0.79,0.0,3.83,3.83
42,Iowa St.,2021,7,6,6.43,31.3,5.06,20.5,0.364,0.388,0.652,0.421,0.15,1.0,10.78,10.78
43,Kansas,2021,2,10,5.16,20.8,7.21,42.2,0.358,0.542,0.367,0.611,0.17,0.0,14.46,14.46
44,Kansas St.,2021,8,5,6.3,27.5,5.37,21.0,0.438,0.399,0.75,0.606,0.31,0.0,10.64,10.64
45,Kent St.,2021,7,7,6.58,33.0,6.19,36.3,0.436,0.468,0.481,0.6,0.93,0.0,2.88,2.88
46,Kentucky,2021,10,3,6.41,31.8,5.5,21.7,0.503,0.386,0.375,0.278,-0.85,0.0,5.56,5.56
47,Liberty,2021,8,5,6.38,33.6,4.76,21.5,0.429,0.339,0.433,0.5,-0.69,0.0,8.55,8.55
48,Louisiana,2021,13,1,5.76,31.1,4.94,18.5,0.355,0.36,0.537,0.512,1.07,0.0,5.3,5.3
49,Louisiana Tech,2021,3,9,5.57,28.0,6.1,34.0,0.386,0.382,0.471,0.4,-0.08,1.0,15.17,15.17
50,Louisville,2021,6,7,6.68,31.6,5.81,27.3,0.4,0.376,0.519,0.522,0.15,0.0,5.58,5.58
51,LSU,2021,6,7,5.39,26.5,5.51,26.6,0.37,0.398,0.625,0.667,-0.23,0.0,9.24,9.24
52,Marshall,2021,7,6,6.32,33.0,5.1,23.8,0.426,0.372,0.6,0.471,-0.54,1.0,4.76,4.76
53,Maryland,2021,7,6,6.18,29.3,5.78,30.7,0.382,0.404,0.5,0.44,-0.46,1.0,6.5,6.5
54,Massachusetts,2021,1,11,4.82,16.3,7.33,43.1,0.333,0.518,0.44,0.55,-0.83,1.0,6.12,6.12
55,Memphis,2021,6,6,6.06,30.1,5.42,29.2,0.406,0.48,0.579,0.654,-0.08,0.0,6.64,6.64
56,Miami,2021,7,5,6.13,34.1,5.4,28.2,0.42,0.397,0.714,0.455,-0.58,2.0,4.0,4.0
57,Miami,2021,7,6,6.26,28.9,5.54,23.1,0.392,0.374,0.429,0.524,0.38,0.0,8.0,8.0
58,Michigan,2021,12,2,6.4,35.8,4.93,17.4,0.458,0.346,0.519,0.5,0.14,0.0,3.89,3.89
59,Michigan St.,2021,11,2,6.35,31.8,5.6,25.3,0.4,0.402,0.7,0.649,0.23,0.0,7.69,7.69
60,Middle Tenn.,2021,7,6,5.12,29.8,5.16,25.7,0.315,0.365,0.455,0.519,0.85,0.0,9.46,9.46
61,Minnesota,2021,9,4,5.46,25.5,4.86,17.3,0.447,0.348,0.571,0.368,0.31,0.0,2.33,2.33
62,Mississippi St.,2021,7,6,5.89,29.1,5.55,25.9,0.457,0.413,0.625,0.4,-0.15,0.0,19.33,19.33
63,Missouri,2021,6,7,5.85,29.1,6.37,33.8,0.448,0.434,0.579,0.818,0.23,0.0,8.0,8.0
64,Navy,2021,4,8,4.28,20.1,5.98,28.2,0.374,0.394,0.694,0.611,0.42,2.0,8.95,8.95
65,NC State,2021,9,3,6.1,33.1,4.95,19.7,0.398,0.293,0.417,0.45,0.5,1.0,7.26,7.26
66,Nebraska,2021,3,9,6.46,27.9,5.3,22.7,0.41,0.389,0.583,0.3,-0.42,1.0,9.08,9.08
67,Nevada,2021,8,5,6.07,35.7,5.55,26.5,0.42,0.387,0.571,0.517,1.31,1.0,10.14,10.14
68,New Mexico,2021,3,9,3.89,12.2,5.35,28.4,0.254,0.386,0.333,0.733,-0.58,0.0,9.21,9.21
69,New Mexico St.,2021,2,10,4.99,22.6,7.36,40.4,0.377,0.409,0.45,0.533,0.25,0.0,11.39,11.39
70,NIU,2021,9,5,5.98,32.2,6.85,33.7,0.379,0.413,0.833,0.414,-0.43,0.0,9.47,9.47
71,North Carolina,2021,6,7,6.8,35.2,6.11,32.1,0.433,0.417,0.524,0.588,0.15,0.0,10.47,10.47
72,North Texas,2021,6,7,5.42,27.5,5.69,27.5,0.412,0.388,0.41,0.619,0.0,0.0,9.59,9.59
73,Northwestern,2021,3,9,4.72,16.6,6.14,29.0,0.358,0.428,0.5,0.583,-0.5,0.0,9.0,9.0
74,Notre Dame,2021,11,2,6.14,35.2,5.26,19.7,0.423,0.321,0.529,0.562,0.69,0.0,6.31,6.31
75,Ohio,2021,3,9,5.97,22.6,5.98,30.3,0.361,0.437,0.647,0.577,-0.58,0.0,10.5,10.5
76,Ohio St.,2021,11,2,7.96,45.7,5.33,22.8,0.523,0.414,0.579,0.476,0.69,1.0,5.86,5.86
77,Oklahoma,2021,11,2,6.89,39.1,5.73,25.8,0.426,0.379,0.688,0.632,0.85,2.0,7.71,7.71
78,Oklahoma St.,2021,12,2,5.48,31.1,4.59,18.1,0.429,0.288,0.538,0.296,-0.14,1.0,0.8,0.8
79,Old Dominion,2021,6,7,5.31,27.6,5.31,27.3,0.419,0.414,0.429,0.414,-0.62,1.0,6.68,6.68
80,Ole Miss,2021,10,3,6.29,33.7,5.51,24.7,0.382,0.385,0.633,0.486,0.62,0.0,4.47,4.47
